chapter,chapter_description,code_category,code_category_description,icd_code,disease_description
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q64,Other congenital malformations of urinary system
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q63,Other congenital malformations of kidney
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q65,Congenital deformities of hip
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q70,Syndactyly
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q66,Congenital deformities of feet
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q67,"Congenital musculoskeletal deformities of head, face, spine and chest"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q68,Other congenital musculoskeletal deformities
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q69,Polydactyly
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q72,Reduction defects of lower limb
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q71,Reduction defects of upper limb
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q75,Other congenital malformations of skull and face bones
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q76,Congenital malformations of spine and bony thorax
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q73,Reduction defects of unspecified limb
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q74,Other congenital malformations of limb(s)
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,Q78,Other osteochondrodysplasias
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q20,Congenital malformations of cardiac chambers and connections
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q21,Congenital malformations of cardiac septa
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q24,Other congenital malformations of heart
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q25,Congenital malformations of great arteries
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q23,Congenital malformations of aortic and mitral valves
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q27,Other congenital malformations of peripheral vascular system
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q26,Congenital malformations of great veins
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q22,Congenital malformations of pulmonary and tricuspid valves
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q20-Q28,Congenital malformations of the circulatory system,Q28,Other congenital malformations of circulatory system
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q41,"Congenital absence, atresia and stenosis of small intestine"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q44,"Congenital malformations of gallbladder, bile ducts and liver"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q42,"Congenital absence, atresia and stenosis of large intestine"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q43,Other congenital malformations of intestine
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q38,"Other congenital malformations of tongue, mouth and pharynx"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q40,Other congenital malformations of upper alimentary tract
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q39,Congenital malformations of oesophagus
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38-Q45,Other congenital malformations of the digestive system,Q45,Other congenital malformations of digestive system
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q30,Congenital malformations of nose
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q31,Congenital malformations of larynx
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q32,Congenital malformations of trachea and bronchus
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q33,Congenital malformations of lung
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q30-Q34,Congenital malformations of the respiratory system,Q34,Other congenital malformations of respiratory system
